Market,City,State,Year,accommodation_food_lag,admin_support_lag,agriculture_lag,arts_entertainment_lag,construction_lag,education_lag,finance_lag,healthcare_lag,information_lag,management_lag,manufacturing_lag,mining_lag,other_services_lag,professional_services_lag,real_estate_lag,retail_lag,transportation_lag,utilities_lag,wholesale_lag,outcome
"Houston, TX",Houston,TX,2020,0.0263714567761951,0.0127388535031847,0.0,0.0038510911424903,0.0109958506224066,0.0448933782267115,0.0009740892265731,0.0014980410232772,-0.0257009345794392,-0.0538461538461538,-0.015281173594132,-0.0651105651105651,-0.0006944444444444,0.0128103189327679,0.0117360496014171,-0.0032334554860961,0.015886287625418,0.080188679245283,-0.0069515089860969,0.06789721429582
"Houston, TX",Houston,TX,2021,0.0026106073097004,0.0012094823415578,1.0,0.0306905370843989,0.0086189205828032,0.0408163265306122,0.0035033086804203,0.0249683580715682,0.0079936051159072,-0.0174216027874564,-0.0192427063935443,-0.0840998685939553,0.0142460041695621,0.0195394277739009,0.0172904355438826,0.0100562283737024,0.0465020576131687,-0.0305676855895196,-0.0071709066074782,0.1460420066589068
"Houston, TX",Houston,TX,2022,0.014937645607784,0.0009664170089393,-0.25,0.0161290322580645,0.0227873855544252,0.0134158926728586,0.0261830876648564,0.011787157611136,-0.028548770816812,-0.0118203309692671,-0.0085443037974683,-0.0272596843615494,0.0299760191846522,0.020362765229295,0.0516351118760757,0.0235520822181779,0.0837593393629571,0.0315315315315315,0.0061908856405846,0.1341750170076251
"Houston, TX",Houston,TX,2023,0.0329462597893599,-0.0053101617185614,-0.3333333333333333,0.0354090354090354,0.0157151382534314,0.0244399185336048,-0.0034020034020034,-0.0005547542438699,-0.0261224489795918,-0.0263157894736842,0.0124481327800829,-0.023598820058997,0.0031598203891568,0.0079657890323662,-0.0018412438625204,-0.0009413241292751,0.0395500725689404,0.0436681222707423,-0.0181165612715775,-0.0035911337453811
"Houston, TX",Houston,TX,2024,-0.0013071895424836,-0.0128609560786216,0.0,0.0129716981132075,0.0148844496670583,0.0099403578528827,-0.027688223022947,0.0484014209591474,0.008382229673093,-0.0221130221130221,-0.0009457755359394,0.0030211480362537,0.0150862068965517,0.0037434489643124,0.0112728018036482,-0.0033500837520938,-0.0244328097731239,0.0418410041841004,-0.0121845082680591,0.0047782754688496
"Chicago, IL",Chicago,IL,2020,0.0108148148148148,0.0167422392745029,0.0,0.0134048257372654,0.002774352651048,-0.0196917808219178,-0.0018223234624145,0.020604802846131,0.0096866096866096,-0.0449640287769784,-0.0123387549074593,0.0,0.0112658425911437,0.0037579857196542,0.0253164556962025,-0.0195642507781236,0.0408858603066439,-0.2615384615384615,-0.0349900596421471,0.0882609610715509
"Chicago, IL",Chicago,IL,2021,-0.0189066393082221,-0.0034305317324185,0.0,0.0202821869488536,0.0024592683676606,0.0,-0.0015974440894568,0.0153957879448075,-0.0383747178329571,0.0489642184557438,-0.0085178875638841,0.0,-0.007272164629429,0.0029015350056158,0.0,-0.0066515495086923,0.0302782324058919,0.2083333333333333,-0.0173053152039555,0.0951426934904559
"Chicago, IL",Chicago,IL,2022,0.0016432626232446,0.0130808950086058,0.0,0.017286084701815,0.0180926096289481,0.0131004366812227,-0.0281142857142857,0.0157345158060363,0.0070422535211267,-0.0107719928186714,-0.0280641466208476,0.0,-0.0012468827930174,0.0051329911339244,0.0063041765169424,-0.0289149292345152,0.0778395552025417,0.0344827586206896,0.0,0.0216933336700851
"Chicago, IL",Chicago,IL,2023,0.0137211036539895,-0.0217465171593611,0.0,0.0365335598980458,0.0003012048192771,-0.0034482758620689,-0.0404515522107243,0.0352063089705675,-0.0477855477855477,-0.029038112522686,0.0058927519151443,0.0,0.011860174781523,-0.0159702878365831,0.0060036543983294,-0.0166118163297288,0.0453205600589535,0.15,-0.0410901467505241,0.0335996846198841
"Chicago, IL",Chicago,IL,2024,0.0088274238634691,-0.048627995831886,0.0,0.0024590163934426,-0.0066245106895513,-0.0017301038062283,-0.0276960784313725,0.0473404978914433,-0.0006119951040391,-0.0691588785046729,-0.015817223198594,0.0,0.0123380629241209,0.0,-0.0176440062272963,-0.0090836653386454,-0.0398308071906943,-0.0289855072463768,-0.0214254481853957,0.0540255112330735
"San Antonio, TX",San Antonio,TX,2020,0.0097510905824993,0.0106621773288439,0.0,0.041002277904328,0.0063748406289842,0.0829268292682926,0.0124798711755233,0.0208681135225375,-0.0103092783505154,-0.0410447761194029,0.0217948717948717,0.0,-0.0139519792342634,-0.0127015144113336,0.0210887690044139,-0.0055283861365086,0.0853503184713375,0.0,-0.0077071290944123,0.0824509816636306
"San Antonio, TX",San Antonio,TX,2021,0.0038119440914866,0.0166574125485841,0.0,-0.0065645514223194,0.0274493243243243,0.0495495495495495,-0.0071570576540755,0.0128781684382665,0.0295138888888888,0.0194552529182879,0.015056461731493,-0.0071942446043165,0.016781836130306,0.0225136071251855,0.0182516810758885,-0.0181740431900791,0.0293427230046948,0.0,0.0006472491909385,0.1580580712320565
"San Antonio, TX",San Antonio,TX,2022,0.0394936708860759,0.0305843801201529,0.0,0.0440528634361233,0.0378133990957665,0.0257510729613733,-0.0048057669203043,0.020787083753784,-0.0404721753794266,0.0458015267175572,0.0012360939431396,0.0217391304347826,0.0097087378640776,0.0195983547060246,0.0740566037735849,0.0121951219512195,0.088939566704675,0.0,0.0058214747736093,0.1202898324156849
"San Antonio, TX",San Antonio,TX,2023,0.0452995616171456,0.0079491255961844,0.0,0.0864978902953586,0.0633663366336633,0.0711297071129707,0.007645875251509,0.024317912218268,-0.0193321616871704,-0.0291970802919708,0.0012345679012345,-0.0496453900709219,0.0121794871794871,0.00640721404841,0.0382081686429512,0.0126936316695352,0.0670157068062827,0.0,0.0012861736334405,-0.0287902909709298
"San Antonio, TX",San Antonio,TX,2024,0.0326188257222739,-0.0021030494216614,0.0,0.0427184466019417,0.0238361266294227,0.005859375,-0.0171725239616613,0.0411117544875506,0.043010752688172,-0.0451127819548872,0.0110974106041923,-0.0522388059701492,0.0205826472450918,0.0334826691817967,0.0067681895093062,-0.0008497981729339,-0.0323846908734053,0.0,-0.0308285163776493,-0.0235281242167944
"Philadelphia, PA",Philadelphia,PA,2020,0.01342949515046,0.0155820348304307,0.0,0.09375,0.0861111111111111,0.0260707635009311,0.0022848438690022,0.0180737806387719,0.0215439856373429,0.0444444444444444,0.0029542097488921,0.0,0.0215480578395236,0.0128883013879709,0.0366614664586583,-0.002210433244916,0.116751269035533,1.0,-0.0212981744421906,0.1050201438790906
"Philadelphia, PA",Philadelphia,PA,2021,-0.0336196319018404,0.0090252707581227,0.0,0.0244897959183673,0.0569053708439897,0.0344827586206896,0.0189969604863221,0.0223735408560311,0.0087873462214411,-0.0141843971631205,-0.0382916053019145,0.0,-0.0077713016930335,0.0241435562805872,0.0887885628291948,0.0,0.0352272727272727,0.0,-0.0259067357512953,0.0351928690322599
"Philadelphia, PA",Philadelphia,PA,2022,-0.0035551041137633,0.0644007155635062,0.0,0.0597609561752988,0.0592861464004839,0.0333333333333333,0.005965697240865,0.0401998097050428,0.0209059233449477,-0.0071942446043165,0.0153139356814701,0.0,0.0148251748251748,0.0210258043963045,0.0373185901865929,-0.01395657953035,0.1833150384193194,0.375,0.0,0.0683157273616208
"Philadelphia, PA",Philadelphia,PA,2023,0.0063710499490316,-0.0319327731092436,0.0,0.0526315789473684,-0.0245573957738435,0.0339558573853989,0.0022238695329873,0.0112051223416418,-0.0358361774744027,-0.1376811594202898,-0.0482654600301659,0.0,0.0135060639470782,-0.0046801872074883,-0.0173217854763491,-0.0217928555380813,0.0324675324675324,0.0,-0.0489361702127659,-0.0224156992382267
"Philadelphia, PA",Philadelphia,PA,2024,0.0139275766016713,-0.0460069444444444,0.0,0.0160714285714285,-0.0263466042154566,0.0016420361247947,-0.0946745562130177,-0.0149253731343283,0.0017699115044247,0.0504201680672268,-0.0396196513470681,0.0,-0.0027196083763937,0.0156739811912225,-0.0047457627118644,-0.0252641249425815,-0.0610961365678346,0.0,-0.0380313199105145,0.0366531547740001
"Phoenix, AZ",Phoenix,AZ,2020,0.027141346492774,-0.009952606635071,-0.1428571428571428,0.0618556701030927,0.0215348472983555,-0.0305498981670061,-0.0069960647135986,0.0139790314528207,0.0156494522691705,-0.0236486486486486,-0.003875968992248,-0.25,0.0125342734038386,0.0231848688224527,0.0363959165557035,0.000872854233343,0.0212527964205816,0.1666666666666666,-0.0075757575757575,0.1541786897139892
"Phoenix, AZ",Phoenix,AZ,2021,-0.0020590253946465,0.0071804691239827,0.0,0.0145631067961165,0.0279800689919509,0.0357142857142857,0.0035226772346983,0.0263417035942885,-0.0077041602465331,0.0276816608996539,-0.0085603112840466,1.0,0.0243713733075435,0.0222619757503478,0.0501070663811563,0.0020348837209302,0.0197152245345016,0.0714285714285714,-0.0244274809160305,0.2940016487844071
"Phoenix, AZ",Phoenix,AZ,2022,0.0323246217331499,0.0228136882129277,0.0,0.0167464114832535,0.0428784489187173,0.0162271805273833,0.0201842913558578,0.0237467018469656,0.015527950310559,-0.0168350168350168,-0.0070643642072213,0.0,0.0079305135951661,0.0279992222438265,0.0709624796084828,-0.0043516100957354,0.0955961331901181,-0.0666666666666666,0.0119979134063641,0.0598539958599524
"Phoenix, AZ",Phoenix,AZ,2023,0.0276482345103264,-0.0027881040892193,0.0,0.0352941176470588,0.0282445477297104,0.0239520958083832,-0.0189247311827957,0.0630271790065604,-0.0305810397553516,0.0,0.0031620553359683,0.0,0.0325964780816785,0.0018914318138831,0.0213252094440213,-0.0023310023310023,0.0666666666666666,0.7142857142857143,0.029381443298969,0.0005944194992681
"Phoenix, AZ",Phoenix,AZ,2024,0.026580226904376,0.0265610438024231,0.1666666666666666,0.0613636363636363,0.0347705146036161,0.0643274853801169,-0.0328803156510302,0.0586290500330614,-0.0315457413249211,-0.0171232876712328,-0.007880220646178,-0.5,0.0319303338171262,0.0151028884274117,-0.0018642803877703,0.0011682242990654,-0.0330882352941176,-0.0416666666666666,-0.0110165247871807,0.0011049644050965
"Las Vegas, NV",Las Vegas,NV,2020,0.0193433443624331,0.0092704554615074,0.0,0.0406147091108671,0.0175123484508307,-0.0154867256637168,-0.0047993019197207,0.0169806931844615,0.0169050715214564,-0.064625850340136,0.0122783083219645,0.0,0.0003984063745019,0.0142829937154827,0.0115858073859522,-0.0079429735234215,0.0321782178217821,-0.0454545454545454,-0.0046265697290152,0.0600348884456988
"Las Vegas, NV",Las Vegas,NV,2021,0.012234706616729,0.0079872204472843,0.0,0.0158227848101265,0.0366284201235657,0.0,0.0206049978079789,0.071363220494053,0.0613810741687979,-0.0363636363636363,0.0175202156334231,0.0,0.0386300278773397,0.0460007510326699,0.0536864710093056,0.0114966126052145,0.0959232613908872,-0.3809523809523809,0.0026560424966799,0.2314791212722663
"Las Vegas, NV",Las Vegas,NV,2022,0.0431672422298964,0.0522979397781299,0.0,0.087227414330218,0.0595998297147722,0.0719101123595505,0.0489690721649484,0.0501707941929974,0.0265060240963855,0.0226415094339622,0.0423841059602649,0.0,0.0525306748466257,0.0534912942021181,0.0309103260869565,0.0235437385833164,0.1477024070021881,-0.1538461538461538,0.0291390728476821,0.0936311628530824
"Las Vegas, NV",Las Vegas,NV,2023,0.0550957673208796,0.0527108433734939,0.0,0.1298949379178605,0.0393732422659702,0.0796645702306079,0.0188370188370188,0.0345598698922545,0.0152582159624413,-0.007380073800738,0.073697585768742,0.0,0.0601092896174863,0.0369739308229681,0.0504118616144975,0.0111045012889153,0.0781696854146806,0.0909090909090909,0.0321750321750321,-0.0107982252708463
"Las Vegas, NV",Las Vegas,NV,2024,0.0224114746750336,-0.0110872675250357,0.0,-0.0042265426880811,0.0092771550057982,0.0427184466019417,-0.0229099678456591,0.0552171349970524,-0.0219653179190751,0.037174721189591,0.0071005917159763,0.0,0.0233676975945017,0.0238251725271114,-0.0341907151819322,0.0050990390272602,-0.0300618921308576,-0.0833333333333333,-0.0336658354114713,0.0598704840547965
"San Diego, CA",San Diego,CA,2020,0.0062402496099844,0.0205627705627705,0.037037037037037,0.0642504118616145,0.0394922425952045,0.0729613733905579,-0.006565449322938,0.0359861591695501,0.0023923444976076,-0.0045045045045045,0.0116591928251121,0.0,0.0103727714748784,0.0184337498453544,0.0156094320823646,0.0073629670029997,0.0473047304730473,0.1071428571428571,0.0065623422513881,0.1146336225492225
"San Diego, CA",San Diego,CA,2021,-0.0085271317829457,0.0270413573700954,-0.0357142857142857,0.0402476780185758,0.0036182722749886,0.06,0.0107393638992152,0.0322867958138499,0.0226730310262529,-0.0180995475113122,-0.0070921985815602,0.0,0.0032082130253448,0.031584062196307,0.0313930673642903,-0.0064970221981591,0.0262605042016806,-0.1290322580645161,-0.0135406218655967,0.1817182865005764
"San Diego, CA",San Diego,CA,2022,-0.0125097732603596,0.0005162622612287,-0.1851851851851851,0.0610119047619047,0.0342496620099143,0.0238993710691823,0.0024519820187985,0.0278257118205349,0.0618436406067677,0.0184331797235023,0.0017857142857142,0.0,0.0060761112887751,0.0163683466792275,0.0339251743817374,0.0068119891008174,0.0603889457523029,0.1111111111111111,-0.0061006609049313,0.1051532770606965
"San Diego, CA",San Diego,CA,2023,0.0472420163631565,0.0067079463364293,-0.0909090909090909,0.0504908835904628,0.0383442265795207,-0.011056511056511,-0.006522625356706,0.0537250786988457,-0.034065934065934,-0.0361990950226244,0.0044563279857397,0.0,0.0429116338207247,0.0042868729000115,0.0340386384544618,0.0005412719891745,0.0617760617760617,0.0166666666666666,-0.0312020460358056,0.0775262664615661
"San Diego, CA",San Diego,CA,2024,0.017641129032258,0.0015376729882111,0.1,0.0040053404539385,0.0302140159462861,0.0149068322981366,-0.0356996306934755,0.0458076080462059,-0.0170648464163822,-0.0422535211267605,-0.0124223602484472,0.0,0.0179823224626638,0.0100369173973234,-0.0240213523131672,-0.0192047606167162,-0.01,-0.0655737704918032,-0.0263991552270327,0.0503269473104351
"Dallas, TX",Dallas,TX,2020,0.0206974766090161,0.0018034265103697,0.0,0.1094736842105263,0.0180224062347783,0.0451745379876796,0.0084985835694051,0.0101358637049816,-0.0341880341880341,-0.0174291938997821,-0.0044052863436123,-0.0590163934426229,0.0192444761225944,0.0100948302233098,0.0187477891758047,0.0057038558065252,0.0316939890710382,-0.0178571428571428,-0.0104651162790697,0.0897178534206455
"Dallas, TX",Dallas,TX,2021,0.0058333333333333,0.013051305130513,0.0,-0.0132827324478178,0.0205741626794258,-0.0333988212180746,0.0115480649188514,-0.0017079419299743,0.0176991150442477,0.0066518847006651,-0.0008849557522123,-0.0905923344947735,0.0328671328671328,0.0274076317383404,0.0142361111111111,0.0045372050816696,0.0625,-0.0363636363636363,-0.0152761457109283,0.1494928711804677
"Dallas, TX",Dallas,TX,2022,-0.0019331676332504,0.0253220790759662,0.0,0.0576923076923076,0.0276605719643694,0.0101626016260162,0.0117247763036099,0.0254491017964071,0.0271739130434782,-0.0462555066079295,-0.0088573959255978,-0.0689655172413793,0.0169262017603249,0.0315401621223286,0.077713111947963,0.0083559168925022,0.139581256231306,0.0188679245283018,0.0027844073190135,0.1546602598312046
"Dallas, TX",Dallas,TX,2023,0.0423353624792473,-0.0051993067590987,0.0,0.0818181818181818,0.0442518248175182,0.0523138832997987,0.0030497102775236,0.0093847758081334,-0.0645502645502645,0.0115473441108545,-0.0142984807864164,-0.0205761316872428,0.0183089214380825,0.0182883269038434,0.0044472681067344,-0.0013437849944008,0.0454943132108486,-0.3148148148148148,-0.0043633478778262,0.0014369526720514
"Dallas, TX",Dallas,TX,2024,0.0156623307671887,-0.0213414634146341,0.0,0.0117647058823529,0.0104849279161205,0.0478011472275334,-0.0066889632107023,0.0307851239669421,0.0158371040723981,-0.047945205479452,-0.013599274705349,-0.0252100840336134,0.0219025825433148,0.0241335765399186,0.0234029095509171,0.0038125140165956,-0.0292887029288702,0.081081081081081,-0.0179282868525896,-0.0002139916331477
"Austin, TX",Austin,TX,2020,0.0075278530563083,0.0086206896551724,0.1666666666666666,0.0635838150289017,0.0251831501831501,0.0519662921348314,0.0192386410151453,0.044360292128753,0.0460869565217391,0.0136054421768707,0.0155844155844155,-0.0151515151515151,0.0152519893899204,0.0372067194224628,0.0440760210270926,0.0037991858887381,0.0715883668903803,-0.073170731707317,-0.0145454545454545,0.1400089753526864
"Austin, TX",Austin,TX,2021,-0.0059772863120143,0.0197649572649572,0.0,0.0190217391304347,0.0375167485484591,0.0400534045393858,0.0164658634538152,0.0334110334110334,0.0532003325020781,0.0771812080536912,0.0217391304347826,-0.0615384615384615,0.0081645983017635,0.0430999866149109,0.0515104570100697,-0.0040551500405515,0.1002087682672233,0.0,-0.0022140221402214,0.3209110793156427
"Austin, TX",Austin,TX,2022,0.0240529164161154,0.0314300680984808,0.2857142857142857,0.1013333333333333,0.0314248816185966,0.0526315789473684,0.0197550375345713,0.0335839598997493,0.0544593528018942,-0.0841121495327102,0.0112640801001251,-0.0327868852459016,0.0194363459669582,0.046836904914667,0.0924493554327808,0.011672095548317,0.0759013282732447,0.131578947368421,-0.0022189349112426,0.0349941515543982
"Austin, TX",Austin,TX,2023,0.0308279506752789,0.0253936008125952,-0.1111111111111111,0.0835351089588377,0.0500834724540901,0.0329268292682926,0.0065865943432778,0.0448593598448108,0.0059880239520958,0.0136054421768707,0.0099009900990099,-0.2203389830508474,0.0479822052748649,0.0447413581760235,0.0610249494268374,0.0126106788301583,0.0687830687830687,0.2558139534883721,-0.0051890289103039,-0.0786891635509918
"Austin, TX",Austin,TX,2024,0.0239248077470806,0.0515106488360574,-0.125,0.0759776536312849,0.03060413354531,0.0047225501770956,-0.0111624326404926,0.0368995126479461,0.0758928571428571,-0.0637583892617449,0.0036764705882352,0.1521739130434782,0.0151607034566403,0.0367241581602722,0.0247855100095328,0.001854795972443,0.0214521452145214,0.0925925925925925,0.0052160953800298,-0.0338410531103074
"San Jose, CA",San Jose,CA,2020,0.0071206052514463,-0.0086655112651646,0.0,0.0579150579150579,0.0391327340031729,0.0134529147982062,-0.0305635148042024,0.0022429906542056,0.0091407678244972,0.024390243902439,-0.0221703617269544,0.0,0.0099557522123893,0.0036708473539308,0.0378787878787878,-0.0230166503428011,0.0605187319884726,0.0,-0.0017346053772766,0.0983743993711895
"San Jose, CA",San Jose,CA,2021,-0.0463985859478568,0.0515734265734265,0.0,-0.0072992700729927,0.0127226463104325,0.0243362831858407,-0.0118226600985221,0.021260723610593,0.0108695652173913,-0.0357142857142857,-0.0107398568019093,0.0,-0.0334063526834611,0.0064004876562023,0.016220600162206,-0.0185463659147869,0.1875,0.0,-0.0356211989574283,0.1606683413539483
"San Jose, CA",San Jose,CA,2022,0.0032437442075996,-0.0041562759767248,0.0,-0.0220588235294117,0.0477386934673366,0.0043196544276457,0.0199401794616151,-0.0025566106647187,0.021505376344086,-0.0493827160493827,0.0012062726176115,0.0,-0.0271954674220963,-0.0039370078740157,0.0183559457302474,-0.0091930541368743,0.0526315789473684,0.0,-0.0081081081081081,0.0423486773032419
"San Jose, CA",San Jose,CA,2023,0.0212471131639722,-0.0025041736227045,0.0,0.056390977443609,0.0062350119904076,-0.0086021505376344,-0.043010752688172,0.0076894910289271,-0.0614035087719298,-0.0519480519480519,0.0265060240963855,0.0,0.0308677926616191,0.0042566129522651,0.0336990595611285,0.0061855670103092,0.0413043478260869,0.3333333333333333,-0.0481380563124432,0.0661834267102276
"San Jose, CA",San Jose,CA,2024,0.0221619176843057,0.0309623430962343,0.0,0.0035587188612099,0.0238322211630123,0.0151843817787418,-0.0234933605720122,0.0141715116279069,-0.016822429906542,-0.0410958904109589,-0.0269953051643192,0.0,0.0141242937853107,-0.0118074477747502,-0.026535253980288,-0.0035860655737704,0.0417536534446764,0.0,-0.0257633587786259,0.0860956594969215
"Jacksonville, FL",Jacksonville,FL,2020,0.0030927835051546,0.01669877970456,0.0,0.006514657980456,0.0462809917355371,-0.0127795527156549,-0.0136518771331058,0.018145956607495,-0.017412935323383,-0.0372340425531914,0.0035398230088495,0.0,0.0191142191142191,0.0093264248704663,0.0281030444964871,0.0,-0.0009140767824497,0.0,-0.0132042253521126,0.0939463081772829
"Jacksonville, FL",Jacksonville,FL,2021,0.0035971223021582,0.0176879343019583,0.7777777777777778,-0.0906148867313915,0.0189573459715639,0.1229773462783171,-0.0062283737024221,0.0337078651685393,0.0151898734177215,0.0165745856353591,-0.0158730158730158,0.0,0.0283623055809698,0.0099247091033538,0.0402429764616552,-0.0022860875244937,0.0384263494967978,0.0,0.0115967885816235,0.2099391082998705
"Jacksonville, FL",Jacksonville,FL,2022,0.0153609831029185,0.0310366232153941,0.0,0.0640569395017793,0.0395348837209302,-0.0259365994236311,-0.0083565459610027,0.063343328335832,-0.0374064837905236,0.0326086956521739,0.0197132616487455,0.0,0.0093416370106761,0.0179600135547272,0.0788321167883211,0.0094926350245499,0.1374449339207048,0.0,0.0088183421516754,0.1864649870783475
"Jacksonville, FL",Jacksonville,FL,2023,0.0358043368633383,-0.0180614087898856,0.25,0.0535117056856187,0.0548098434004474,0.0059171597633136,0.011938202247191,0.0155093408530137,0.0207253886010362,0.0105263157894736,0.031634446397188,0.0,0.0282062582635522,0.0116511318242343,0.0087956698240866,0.0119974059662775,0.0596436870642912,0.0,0.0122377622377622,-0.0229122930611171
"Jacksonville, FL",Jacksonville,FL,2024,0.0180136319376825,-0.0067443286327406,-0.15,-0.0031746031746031,0.0247437256981265,0.0588235294117647,-0.0381679389312977,0.03540437348143,0.0050761421319796,-0.1302083333333333,0.0340715502555366,0.0,0.0197171024432061,0.0171108917407041,-0.0006706908115358,0.0096123037487984,-0.0328947368421052,-0.5384615384615384,-0.0172711571675302,-0.0042217479274619
"Charlotte, NC",Charlotte,NC,2020,0.0658293633607622,0.0421313506815365,0.0,0.0111856823266219,0.0460370194589463,0.0,0.0251851851851851,0.0623240852432649,0.0034364261168384,-0.0100502512562814,-0.0174880763116057,0.0,0.0058243727598566,0.0110721036997029,0.0383867832847424,0.0053475935828877,0.033879781420765,-0.0196078431372549,-0.0276595744680851,0.1116144729238817
"Charlotte, NC",Charlotte,NC,2021,0.0044697277529459,0.0237812128418549,0.0,0.0508849557522123,0.0272232304900181,0.0445026178010471,-0.0004816955684007,0.036336109008327,-0.023972602739726,-0.0338409475465313,-0.0032362459546925,0.0,0.0106904231625835,0.0202991452991453,0.0397753860552176,0.0035460992907801,0.0919661733615222,0.06,-0.0229759299781181,0.2314572008638448
"Charlotte, NC",Charlotte,NC,2022,0.0182038834951456,0.0505226480836236,0.0,0.0484210526315789,0.0516784452296819,0.037593984962406,0.0428915662650602,0.0536888239590942,0.0421052631578947,-0.1085814360770578,-0.0064935064935064,0.0,0.0343763772587042,0.056282722513089,0.0441044104410441,0.011660777385159,0.1723136495643756,-0.0377358490566037,-0.0016797312430011,0.1285326213414636
"Charlotte, NC",Charlotte,NC,2023,0.0448947159316646,-0.0143725815367606,0.0,0.038152610441767,0.0377992440151197,0.0120772946859903,0.0351201478743068,0.048526863084922,0.0336700336700336,0.0039292730844793,0.0196078431372549,0.0,0.0281210055389859,0.0329615861214374,0.0362068965517241,0.0101292350681103,0.0660611065235342,0.0392156862745098,-0.0229949523275378,0.0215029353530101
"Charlotte, NC",Charlotte,NC,2024,0.0311787072243346,-0.0207515423443634,0.3333333333333333,0.0193423597678916,0.0335896398219344,-0.0190930787589498,-0.040625,0.0208264462809917,-0.003257328990228,0.0019569471624266,0.0064102564102564,0.0,0.0,0.0475047984644913,0.0353577371048252,0.0072614107883817,-0.0728117738187451,-0.1320754716981132,-0.0109070034443168,0.01425907012231
