City,State,Year,accommodation_food,admin_support,agriculture,arts_entertainment,construction,education,finance,healthcare,information,management,manufacturing,mining,other_services,professional_services,real_estate,retail,transportation,utilities,wholesale
Ashland,OH,2019,0.05263157894736842,0.02631578947368421,,-0.07692307692307693,0.0,0.2,-0.02,-0.06451612903225806,0.0,-0.2,0.016666666666666666,,-0.04716981132075472,-0.09259259259259259,0.1111111111111111,0.042105263157894736,-0.08571428571428572,,0.05128205128205128
Ashland,OR,2019,0.0,0.0,0.5,0.0,-0.045454545454545456,-0.041666666666666664,0.06382978723404255,0.0,-0.10344827586206896,0.0,0.024390243902439025,,0.02702702702702703,-0.023255813953488372,0.13333333333333333,0.018518518518518517,0.0,,0.0
Ashville,OH,2019,0.18181818181818182,-0.14285714285714285,,,-0.05555555555555555,,0.0,0.16666666666666666,,,0.3333333333333333,,0.3,0.0,-0.14285714285714285,0.125,0.0,,-0.5
Atascadero,CA,2019,0.0821917808219178,0.09523809523809523,,0.0,0.03184713375796178,-0.4166666666666667,0.061224489795918366,0.024193548387096774,-0.058823529411764705,,0.03333333333333333,,0.07352941176470588,0.0,-0.0625,-0.058823529411764705,-0.09090909090909091,,0.0
Athens,GA,2019,0.013054830287206266,0.0070921985815602835,,0.04285714285714286,0.007042253521126761,0.022727272727272728,0.0058823529411764705,0.006198347107438017,-0.05263157894736842,0.8,-0.011764705882352941,,-0.0033783783783783786,-0.01466275659824047,0.035897435897435895,0.029585798816568046,0.11428571428571428,0.0,-0.044642857142857144
Atlanta,GA,2019,0.03248587570621469,0.008076728924785462,,0.055269922879177376,0.024849397590361446,0.02321724709784411,0.007544322897019992,0.021617497456765004,0.07357594936708861,-0.03481012658227848,-0.004120879120879121,,0.012092710782667115,0.0020008003201280513,0.023312456506610995,-0.008099352051835854,0.02631578947368421,-0.08771929824561403,-0.021287642782969886
Atlantic Beach,FL,2019,0.05263157894736842,0.019230769230769232,,0.1875,0.05263157894736842,0.0,-0.14814814814814814,-0.07272727272727272,0.0,,0.0625,,0.06666666666666667,0.023529411764705882,-0.0625,-0.09230769230769231,0.05555555555555555,,0.13333333333333333
Atlantic City,NJ,2019,-0.009569377990430622,0.07142857142857142,,0.11764705882352941,0.08,,0.043478260869565216,-0.06153846153846154,0.2857142857142857,,0.14285714285714285,,0.0,0.015151515151515152,0.0,-0.05204460966542751,0.06666666666666667,-0.4,0.0
Auburn,AL,2019,0.06572769953051644,0.0379746835443038,,0.0,0.0,0.0,0.020833333333333332,0.007518796992481203,0.1,0.0,0.01639344262295082,,0.023255813953488372,0.0,0.02040816326530612,0.046296296296296294,-0.041666666666666664,,0.11904761904761904
Augusta,GA,2019,-0.011214953271028037,-0.016260162601626018,,-0.06060606060606061,0.0030303030303030303,-0.07352941176470588,0.027491408934707903,0.03924418604651163,0.0,-0.125,0.008547008547008548,0.0,0.010040160642570281,-0.015355086372360844,0.025210084033613446,0.011641443538998836,0.027777777777777776,0.0,0.004672897196261682
Aurora,CO,2019,0.008152173913043478,0.016632016632016633,,-0.031578947368421054,0.03117782909930716,0.07563025210084033,-0.002320185614849188,0.0010893246187363835,0.020134228187919462,-0.12,0.0136986301369863,0.5,0.004026845637583893,0.04008438818565401,0.06369426751592357,-0.011940298507462687,0.12751677852348994,,-0.012461059190031152
Austin,TX,2019,0.007527853056308341,0.008620689655172414,0.16666666666666666,0.06358381502890173,0.025183150183150184,0.05196629213483146,0.019238641015145313,0.044360292128753046,0.04608695652173913,0.013605442176870748,0.015584415584415584,-0.015151515151515152,0.015251989389920425,0.03720671942246286,0.0440760210270926,0.0037991858887381274,0.07158836689038031,-0.07317073170731707,-0.014545454545454545
Avalon,NJ,2019,-0.047619047619047616,0.0,,0.4,0.0,,0.0,0.0,,,,,-0.08333333333333333,0.0,0.4,0.09375,,,
Avila Beach,CA,2019,-0.07692307692307693,0.0,,,,,0.0,,,,0.0,,,0.3333333333333333,,0.0,,,
Avondale,AZ,2019,0.03968253968253968,0.05263157894736842,,0.08333333333333333,0.25757575757575757,0.1111111111111111,-0.06,0.02564102564102564,0.06666666666666667,,-0.4375,,-0.04878048780487805,0.08695652173913043,0.1276595744680851,0.03007518796992481,0.09090909090909091,,0.09090909090909091
Avondale Estates,GA,2019,0.0,0.25,,0.0,-0.1111111111111111,-0.2,-0.25,-0.125,0.0,,0.2,,0.0,0.0,0.3,0.09090909090909091,,,0.0
Ayden,NC,2019,0.0,0.3333333333333333,,0.3333333333333333,-0.047619047619047616,,0.07692307692307693,0.15384615384615385,0.0,,0.1,,0.08333333333333333,,0.25,0.037037037037037035,0.0,,0.0
Bakersfield,CA,2019,0.0,0.0038684719535783366,0.17391304347826086,0.1919191919191919,0.023758099352051837,0.009523809523809525,0.0,0.038913362701908955,-0.015625,-0.075,-0.019305019305019305,-0.05263157894736842,0.02283653846153846,0.027837259100642397,-0.007782101167315175,0.0109460516028147,0.08018867924528301,0.18181818181818182,-0.00784313725490196
Baltimore,MD,2019,0.010384850335980453,0.038181818181818185,,0.014018691588785047,-0.021487603305785124,0.0,-0.031007751937984496,0.00574345883854499,-0.047619047619047616,-0.05405405405405406,-0.03314917127071823,,-0.014423076923076924,-0.011806375442739079,0.006640106241699867,-0.030176899063475548,0.003003003003003003,-0.0625,-0.02040816326530612
Barstow,CA,2019,0.031578947368421054,0.0,,,0.0,0.0,-0.15789473684210525,0.05,0.0,,-0.16666666666666666,0.0,0.05357142857142857,0.11764705882352941,-0.0625,-0.007692307692307693,0.07692307692307693,,0.0
Basalt,CO,2019,-0.02564102564102564,0.1282051282051282,,-0.1,0.022727272727272728,0.0,0.041666666666666664,0.11428571428571428,0.16666666666666666,,-0.07142857142857142,,-0.05714285714285714,0.0,0.043478260869565216,-0.0425531914893617,0.0,,-0.09090909090909091
Baton Rouge,LA,2019,0.029263370332996974,0.019230769230769232,,-0.06474820143884892,-0.03333333333333333,0.0106951871657754,-0.00234192037470726,-0.0038880248833592537,-0.043243243243243246,-0.042105263157894736,0.0072992700729927005,-0.16666666666666666,-0.0018018018018018018,0.013822115384615384,-0.012006861063464836,-0.0043076923076923075,0.009216589861751152,0.0,-0.012718600953895072
Beaumont,TX,2019,0.059602649006622516,0.05555555555555555,,-0.17073170731707318,0.0,-0.06060606060606061,-0.013333333333333334,-0.02926829268292683,-0.05660377358490566,0.047619047619047616,0.008849557522123894,-0.2727272727272727,-0.03208556149732621,-0.04395604395604396,-0.05339805825242718,0.0033783783783783786,0.043478260869565216,-0.08333333333333333,-0.013100436681222707
Beaverton,OR,2019,0.011210762331838564,-0.0029850746268656717,0.0,0.0,0.03958333333333333,0.09302325581395349,0.05058365758754864,0.05362776025236593,-0.016260162601626018,-0.045454545454545456,0.0,,0.02005730659025788,0.011164274322169059,-0.019169329073482427,0.018367346938775512,0.03529411764705882,,-0.008888888888888889
Bell Gardens,CA,2019,0.0,0.1111111111111111,,0.2,0.0784313725490196,0.14285714285714285,0.07894736842105263,-0.0425531914893617,0.14285714285714285,,-0.08333333333333333,,-0.019230769230769232,0.1,0.0,0.006756756756756757,-0.057692307692307696,0.0,-0.018518518518518517
Belleview,FL,2019,0.0,-0.0967741935483871,,,-0.039473684210526314,,-0.1,0.03225806451612903,0.5,,0.0,,0.11290322580645161,0.09523809523809523,0.0,-0.028985507246376812,0.14285714285714285,,-0.16666666666666666
Belleville,NJ,2019,0.078125,0.20512820512820512,,-0.125,0.046296296296296294,0.2222222222222222,-0.15384615384615385,0.08080808080808081,-0.2857142857142857,,0.05405405405405406,,0.0821917808219178,0.10526315789473684,-0.16666666666666666,0.011363636363636364,0.08108108108108109,,0.05405405405405406
Bellevue,WA,2019,0.040152963671128104,-0.03206997084548105,-0.2,0.011235955056179775,-0.01904761904761905,0.0,-0.01567398119122257,0.015023474178403756,-0.01606425702811245,0.0,-0.01904761904761905,,0.029574861367837338,-0.010721944245889922,0.01951951951951952,-0.019877675840978593,0.0,,-0.053763440860215055
Bellingham,WA,2019,-0.002570694087403599,0.033816425120772944,0.11627906976744186,-0.024096385542168676,-0.02526315789473684,-0.02702702702702703,0.024630541871921183,0.00528169014084507,0.0,0.14285714285714285,0.011363636363636364,0.0,-0.02912621359223301,0.022727272727272728,0.0,0.0,0.013513513513513514,-0.42857142857142855,-0.031413612565445025
Belmont,CA,2019,0.0,-0.02564102564102564,,0.2857142857142857,0.07317073170731707,0.04,-0.07142857142857142,-0.02531645569620253,0.08333333333333333,,0.09523809523809523,,-0.01282051282051282,0.041666666666666664,0.13157894736842105,-0.0784313725490196,0.6,,0.09090909090909091
Belmont,NC,2019,0.034482758620689655,-0.029411764705882353,,-0.09090909090909091,-0.1276595744680851,0.1111111111111111,0.058823529411764705,0.07017543859649122,0.14285714285714285,0.0,0.0,,0.03896103896103896,0.0,0.1935483870967742,0.0,-0.05263157894736842,,-0.08
Belton,MO,2019,0.10909090909090909,-0.10638297872340426,,0.0,0.05555555555555555,-0.2,-0.15384615384615385,0.0,0.1111111111111111,,-0.14285714285714285,,0.015151515151515152,-0.025,-0.06451612903225806,0.06172839506172839,-0.3,,0.047619047619047616
Bend,OR,2019,0.02517162471395881,0.018404907975460124,-0.03225806451612903,0.0,0.004662004662004662,0.027777777777777776,0.0,0.07426597582037997,-0.0851063829787234,0.0,0.020242914979757085,0.0,0.033766233766233764,0.010243277848911651,0.0351288056206089,-0.004746835443037975,0.03409090909090909,0.05555555555555555,-0.010050251256281407
Bentonville,AR,2019,0.037037037037037035,0.05785123966942149,0.0,0.3,0.08403361344537816,0.0,0.09278350515463918,0.10344827586206896,0.0,-0.027298850574712645,0.32,,0.048,0.07692307692307693,0.050505050505050504,0.24025974025974026,0.0,,-0.03680981595092025
Berlin,MA,2019,0.3333333333333333,-0.08333333333333333,,,0.13043478260869565,,,0.0,,,0.0,,0.16666666666666666,0.5,0.0,-0.06666666666666667,,,0.0
Bethany Beach,DE,2019,-0.03508771929824561,,,-0.16666666666666666,0.16666666666666666,,-0.14285714285714285,0.0,,,,,-0.07142857142857142,0.13333333333333333,0.06896551724137931,0.0,,,
Bethel,ME,2019,0.0,0.0,-0.25,0.0,0.13333333333333333,,0.0,0.2222222222222222,0.0,,0.0,,0.125,0.09090909090909091,0.16666666666666666,0.045454545454545456,,,0.0
Bethesda,MD,2019,-0.017605633802816902,-0.01507537688442211,,-0.023255813953488372,-0.04195804195804196,0.028037383177570093,-0.020887728459530026,-0.024714828897338403,-0.0392156862745098,0.0,0.09090909090909091,,-0.0339943342776204,-0.0010152284263959391,0.036036036036036036,-0.0084985835694051,0.125,-0.18181818181818182,-0.03333333333333333
Beverly,MA,2019,0.07079646017699115,-0.028169014084507043,0.0,0.04,-0.009009009009009009,-0.0967741935483871,0.0,-0.027777777777777776,-0.03333333333333333,-0.15384615384615385,0.0,,-0.022556390977443608,0.012048192771084338,0.0,0.0,0.0,0.0,0.0
Beverly Hills,CA,2019,0.0,-0.07111111111111111,,0.03507194244604316,0.027777777777777776,0.10256410256410256,0.04436860068259386,0.009501187648456057,0.02717391304347826,0.09302325581395349,0.0196078431372549,,-0.04387990762124711,0.03155127081507449,0.004497751124437781,-0.024793388429752067,0.07407407407407407,,-0.037267080745341616
Big Sur,CA,2019,0.13333333333333333,,,,-0.125,,,0.3333333333333333,,,,,0.0,,,0.3333333333333333,,,
Billerica,MA,2019,0.0,0.03773584905660377,,0.0,0.05161290322580645,0.0,-0.0625,-0.04081632653061224,-0.21428571428571427,-0.45454545454545453,0.045454545454545456,,-0.02702702702702703,0.0,-0.05,-0.10526315789473684,0.029411764705882353,,-0.03773584905660377
Billings,MT,2019,0.0273224043715847,-0.007547169811320755,-0.5,0.07432432432432433,-0.04643962848297214,0.0,0.00949367088607595,0.005366726296958855,0.07462686567164178,0.08333333333333333,0.0410958904109589,-0.1568627450980392,0.012658227848101266,-0.013257575757575758,0.0030959752321981426,-0.004672897196261682,0.0,0.0,-0.02046783625730994
Birmingham,AL,2019,-0.004464285714285714,0.024566473988439308,0.0,0.014634146341463415,0.015444015444015444,0.006289308176100629,0.003117692907248636,0.007738095238095238,0.03067484662576687,-0.07936507936507936,-0.013623978201634877,0.0,0.0035112359550561797,0.005120327700972862,0.04094292803970223,0.004723665564478035,0.04716981132075472,0.0,-0.008221993833504625
Bishop,CA,2019,-0.04838709677419355,0.07142857142857142,,-0.09090909090909091,-0.02040816326530612,,0.0,-0.023255813953488372,-0.1,,-0.09090909090909091,,-0.08108108108108109,-0.11764705882352941,-0.125,0.015625,-0.14285714285714285,0.0,-0.1
Black Diamond,WA,2019,-0.15384615384615385,0.0,,,0.1935483870967742,,0.0,0.25,,,,0.0,0.09090909090909091,0.0625,0.625,0.2,,,0.14285714285714285
Blacklick,OH,2019,0.2727272727272727,0.05555555555555555,,0.2,-0.05555555555555555,,0.2727272727272727,0.08,0.0,0.0,0.0,,0.0,0.023809523809523808,0.21428571428571427,0.09090909090909091,0.0,,0.0
Bloomington,IN,2019,0.050666666666666665,-0.03067484662576687,-0.25,0.017543859649122806,0.01904761904761905,-0.0625,0.05660377358490566,0.006289308176100629,-0.078125,0.0,-0.05747126436781609,0.0,-0.013937282229965157,0.01818181818181818,0.01694915254237288,-0.019464720194647202,-0.02,-0.2727272727272727,0.012195121951219513
Blue Bell,PA,2019,0.01694915254237288,0.08333333333333333,,0.2,0.018518518518518517,0.06666666666666667,0.031007751937984496,-0.009433962264150943,0.16666666666666666,-0.10344827586206896,-0.25,,-0.017543859649122806,-0.004545454545454545,-0.0625,0.0,0.0,,-0.021739130434782608
Blue Springs,MO,2019,-0.008333333333333333,-0.09195402298850575,,0.125,0.0,-0.05555555555555555,-0.01834862385321101,-0.03125,0.0,0.0,-0.038461538461538464,,-0.0851063829787234,0.031496062992125984,0.06666666666666667,0.05555555555555555,0.16666666666666666,,-0.09523809523809523
Bluffton,IN,2019,0.0,-0.04,,0.0,0.06451612903225806,0.0,0.034482758620689655,-0.02,0.0,,0.0,0.3333333333333333,-0.02857142857142857,-0.034482758620689655,-0.15384615384615385,-0.014925373134328358,0.4166666666666667,,0.0
Bluffton,SC,2019,0.03305785123966942,0.02654867256637168,,0.16666666666666666,0.021897810218978103,0.13333333333333333,-0.0410958904109589,0.008130081300813009,0.13333333333333333,0.0,0.05,,0.1595744680851064,0.043209876543209874,0.13,-0.014925373134328358,0.07142857142857142,,-0.020833333333333332
Boca Raton,FL,2019,-0.022556390977443608,0.0,,0.08374384236453201,0.05422647527910686,-0.017543859649122806,-0.0010256410256410256,0.015105740181268883,0.07755102040816327,0.038461538461538464,-0.006211180124223602,,0.01707317073170732,0.00388651379712398,0.008187134502923977,-0.0019267822736030828,0.08287292817679558,,-0.03566529492455418
Boerne,TX,2019,0.08,0.0,0.16666666666666666,-0.03225806451612903,0.07407407407407407,0.07142857142857142,0.046511627906976744,0.09202453987730061,0.041666666666666664,0.0,0.1951219512195122,-0.0625,0.05555555555555555,-0.022727272727272728,0.08247422680412371,0.0784313725490196,-0.12,0.0,0.03896103896103896
Boiling Springs,SC,2019,-0.017857142857142856,0.043478260869565216,,,0.11538461538461539,0.0,0.037037037037037035,0.025,-0.14285714285714285,,-0.2777777777777778,,0.04081632653061224,0.0,-0.05263157894736842,0.0,0.16666666666666666,,0.0
Boise,ID,2019,0.03003003003003003,0.00202020202020202,0.25,-0.025423728813559324,0.032036613272311214,0.06557377049180328,0.04964539007092199,0.032598274209012464,0.03980099502487562,0.06666666666666667,-0.01639344262295082,,0.02976190476190476,0.015267175572519083,0.0032258064516129032,0.011827956989247311,0.024390243902439025,-0.20833333333333334,0.006818181818181818
Bondurant,IA,2019,0.0,,,0.0,0.12121212121212122,,0.25,0.0,,,0.0,,0.0,0.16666666666666666,0.14285714285714285,0.0,0.0,,0.3333333333333333
Bonita Springs,FL,2019,-0.038461538461538464,0.02054794520547945,,0.06,-0.012605042016806723,0.17857142857142858,0.013605442176870748,0.0,-0.06451612903225806,0.0,-0.08,,0.06976744186046512,0.01818181818181818,0.04891304347826087,0.024390243902439025,0.3076923076923077,0.0,-0.05084745762711865
Boone,NC,2019,0.024,0.023809523809523808,,-0.08695652173913043,0.0,-0.07142857142857142,-0.07547169811320754,0.023809523809523808,0.041666666666666664,0.14285714285714285,-0.03225806451612903,0.0,0.009174311926605505,0.01639344262295082,0.06593406593406594,0.0051813471502590676,0.08333333333333333,,0.06451612903225806
Bossier City,LA,2019,0.04700854700854701,-0.03896103896103896,,0.029411764705882353,-0.02877697841726619,-0.15,-0.015037593984962405,0.03,-0.15,0.3333333333333333,0.0425531914893617,-0.07692307692307693,0.0,0.053691275167785234,0.12037037037037036,0.008333333333333333,0.017241379310344827,,-0.024390243902439025
Boston,MA,2019,0.07585247042449547,-0.0093603744149766,,-0.0319634703196347,0.1076923076923077,-0.017316017316017316,0.00574345883854499,0.018970189701897018,0.02536997885835095,-0.035211267605633804,-0.02877697841726619,,-0.009490940465918895,0.0011115227862171174,0.02447980416156671,0.01949317738791423,0.07216494845360824,-0.14285714285714285,0.0030959752321981426
Boulder,CO,2019,-0.046610169491525424,-0.025925925925925925,,0.028409090909090908,0.006756756756756757,0.029940119760479042,0.0028328611898017,-0.02734375,-0.027559055118110236,0.22727272727272727,0.03435114503816794,-0.3333333333333333,0.031007751937984496,-0.010882016036655211,-0.018404907975460124,-0.008169934640522876,-0.10714285714285714,-0.4,0.007352941176470588
Boynton Beach,FL,2019,0.01893939393939394,0.06315789473684211,,0.02631578947368421,-0.007575757575757576,-0.038461538461538464,0.050761421319796954,0.0,0.03389830508474576,0.3333333333333333,0.01282051282051282,,0.0056657223796034,0.010344827586206896,-0.02066115702479339,-0.02823529411764706,0.1038961038961039,,0.016129032258064516
Bradenton,FL,2019,0.016355140186915886,0.05979381443298969,-0.42857142857142855,-0.01904761904761905,0.06052269601100413,0.03896103896103896,0.030927835051546393,0.027061855670103094,0.06666666666666667,-0.018518518518518517,0.04225352112676056,,-0.007194244604316547,0.03125,0.04285714285714286,0.02529960053262317,0.0,,-0.036885245901639344
Brandon,FL,2019,0.05181347150259067,-0.014285714285714285,,0.05405405405405406,0.09615384615384616,0.030303030303030304,-0.10952380952380952,-0.008247422680412371,-0.08888888888888889,-0.3333333333333333,-0.15789473684210525,,-0.05855855855855856,-0.02158273381294964,0.09821428571428571,0.007177033492822967,0.10638297872340426,,0.06779661016949153
Braselton,GA,2019,0.06976744186046512,0.08,,0.23076923076923078,0.0425531914893617,-0.375,-0.15,0.14285714285714285,-0.2,,0.1,,0.20689655172413793,0.0,-0.12,-0.0625,0.2631578947368421,,-0.037037037037037035
Breckenridge,CO,2019,0.03669724770642202,-0.05405405405405406,,0.19230769230769232,-0.035211267605633804,-0.14285714285714285,0.1111111111111111,0.05555555555555555,0.42857142857142855,-0.25,-0.07692307692307693,,0.018518518518518517,0.040983606557377046,0.017543859649122806,0.0,0.08333333333333333,,0.0
Bremerton,WA,2019,0.02531645569620253,0.012195121951219513,,0.04,0.0,-0.23529411764705882,0.08,0.00975609756097561,0.0,,0.1111111111111111,,-0.03208556149732621,-0.023809523809523808,-0.018691588785046728,-0.02,0.0,,0.05555555555555555
Bridgeport,CT,2019,0.04954954954954955,0.0,,0.10344827586206896,0.0728476821192053,0.17647058823529413,-0.05063291139240506,0.0903954802259887,-0.16666666666666666,-0.5,-0.04477611940298507,,0.039568345323741004,-0.010416666666666666,-0.010869565217391304,-0.02909090909090909,-0.14285714285714285,,0.01904761904761905
Brighton,CO,2019,0.02830188679245283,-0.030612244897959183,,0.0,0.04797047970479705,0.043478260869565216,-0.0410958904109589,0.047619047619047616,0.0,-0.25,0.08888888888888889,0.18181818181818182,0.0,0.1,-0.009615384615384616,0.033783783783783786,0.0136986301369863,,-0.01694915254237288
Bronx,NY,2019,0.006021073758153537,0.047520661157024795,,0.03333333333333333,0.03453568687643899,-0.006711409395973154,0.012195121951219513,0.013022888713496448,0.07037037037037037,-0.5,0.0070921985815602835,,0.016772438803263828,0.03595206391478029,-0.0018214936247723133,-0.014173998044965786,0.058165548098434,,-0.037921348314606744
Brookfield,WI,2019,0.0,-0.05737704918032787,,0.1282051282051282,-0.04285714285714286,0.09375,0.0673076923076923,0.025821596244131457,-0.017857142857142856,-0.08333333333333333,0.0,,0.0213903743315508,-0.05521472392638037,-0.017391304347826087,-0.03773584905660377,-0.2727272727272727,,-0.0273972602739726
Brookline,MA,2019,0.05625,-0.06666666666666667,,0.125,-0.029411764705882353,-0.1111111111111111,0.043478260869565216,-0.05190311418685121,0.10714285714285714,,0.0,,0.055944055944055944,0.0,0.043010752688172046,-0.11,0.0,,0.045454545454545456
Brooklyn,NY,2019,0.011825692531994168,0.0333889816360601,,0.057926829268292686,0.017361111111111112,0.02679343128781331,0.05725699067909454,0.007487401007919367,0.05909090909090909,0.016666666666666666,-0.0018337408312958435,,0.01738141650422352,0.04852686308492201,-0.0026241421073879695,-0.012196266066235107,0.07979274611398963,0.2777777777777778,-0.014425851125216388
Bryan,TX,2019,0.022857142857142857,0.025423728813559324,0.3333333333333333,-0.14285714285714285,0.02531645569620253,0.16666666666666666,-0.017241379310344827,0.030418250950570342,-0.11428571428571428,-0.21428571428571427,0.024691358024691357,0.08695652173913043,0.004629629629629629,-0.009302325581395349,0.07758620689655173,-0.009375,0.016129032258064516,,-0.018518518518518517
