Deal ID,Property ID,Status,Type,Subtype,Features,Hotel Franchise,Market,Date,Property Name,Address,City,State,Country,Postal Code,Unit Count,sf,Yr Built,Yr Renov,Est Completion,# Bldgs,# Floors,Land Area (acres),Occupancy,Prop/Deal,Price ($),Currency,$/Units,$/sf,$/MW,Price Qualifier,Partial Interest,Partial Inv Vol ($),Cap Rate,Cap Rate Qualifier,Owner/Buyer,Buyer's Broker,Seller,Seller's Broker,Lender,Comments or Notes,Latitude,Longitude,County,Submarket,MSA,CBSA,APN,Deed,Beds,Units
3542497,3506739,Sale,Apartment,Mid/Highrise,,,Dallas,Sep-22,Rowlett Station,3601 Melcer Dr,Rowlett,TX,United States,75088,302,"250,194",2021,,,2,4,,,1 of 1,n/a,$,,,0,est,,n/a,3.8%,quoted,TTI Capital,Marcus & Millichap,Zale Corson Group,IPA (Marcus & Millichap),PCCP (Pacific Coast) ($47m approx),Mid/Highrise property; ,32.905270,-96.567516,Dallas County,North Dallas,1920,19100,"44-68200-002-01R-0000, 44-68200-005-04R-0000",256751; 256753; 256752,,Between 300 - 400 Units
3558357,3524059,Sale,Apartment,Mid/Highrise,,,Orlando,Sep-22,LUMA Headwaters (leasehold),4000 Headwaters Way,Orlando,FL,United States,32837,328,"314,583",2020,,,8,4,15.33,96%,1 of 1,"98,000,000.00",$,"298,780",312,0,confm'd,,"98,000,000",4.1%,quoted,Venterra Realty,,Waypoint Real Estate Investments,Newmark,"Freddie Mac 2021-K746 ($41m approx), Freddie Mac 2022-KJ43 ($6m approx)",96% occ.;Mid/Highrise property; leasehold; buyer assumed mtg; prior sale: Aug-21 ($95.5m); ,28.411264,-81.424962,Orange County,Orlando - Proper,5960,36740,"292408304904000, 29-24-08-3049-04-000",,,Between 300 - 400 Units
3556363,3521915,Sale,Apartment,Garden,,,Dallas,Sep-22,Provident Debbie Lane Apartments,8150 S Watson Rd,Arlington,TX,United States,76002,331,"347,147",2022,,,13,3,,,1 of 1,"83,000,000.00",$,"250,755",239,0,confm'd,,"83,000,000",,,Sentinel Acquisitions Corp,,Provident Realty Advisors,Colliers,,Garden property; ,32.613064,-97.078093,Tarrant County,Ft Worth,2800,19100,03889432,,,Between 300 - 400 Units
3544207,3508667,Sale,Apartment,Mid/Highrise,,,Fort Collins,Sep-22,Johnstown Plaza Apartments,5150 Ronald Reagan Blvd,Johnstown,CO,United States,80534,252,"80,716",2020,,,5,4,11.57,,1 of 1,"73,100,000.00",$,"290,079",906,0,confm'd,,"73,100,000",1.2%,past yr,Graycliff Capital,,Michel L Schlup,CBRE,"ACRE ($11m approx), ACRE 2023-FL2 (CLO) ($42m approx)",Mid/Highrise property; ,40.402024,-104.987117,Larimer County,"Fort Collins, CO",2670,22660,R1660762,57949; 57951,,Between 200 - 300 Units
3549737,3514849,Sale,Apartment,Garden,,,Baton Rouge,Sep-22,Royal Palms,10245 Airline Hwy,Baton Rouge,LA,United States,70816,126,"134,400",2020,2021,,5,3,3.84,,1 of 1,"30,000,000.00",$,"238,095",223,0,confm'd,,"30,000,000",4.5%,quoted,Lyle Lansdell,,Darren Aschaffenburg,MMG Real Estate Advisors,Fannie Mae ($14m approx),Garden property; ,30.419306,-91.071053,East Baton Rouge Parish,Baton Rouge,760,,"1130460433, 01106988",013215000109; 013215000111,,Between 100 - 200 Units
3539149,,Sale,Apartment,,,,,Sep-22,Transcontinental JV Macquarie Apt Portfolio 2022,1 of 47 properties,,,,,"9,205",,,,,,,,,,"18,307,688.5  of 1,811,300,000.0 ",,,,,confm'd,,,,,Lone Star Funds,,"Macquarie Group, Transcontinental Realty",Eastdil Secured,,47 property portfolio.,,,,,,,,,,Greater than 400 Units
3539149,3503045,Sale,Apartment,Garden,,,"All Others - MS,AL",Sep-22,Parc at Opelika,1375 McCoy St,Opelika,AL,United States,36801,168,,2022,,,7,,,,1 of 47,"18,307,688.50",$,"108,974",,0,alloc'd,,"18,307,689",3.4%,alloc'd,Lone Star Funds,,"Macquarie Group, Transcontinental Realty",Eastdil Secured,,Garden property; ,32.641598,-85.370135,Lee County,All Others - AL,580,12220,1004172000021000,,,Between 100 - 200 Units
3639287,3615029,Sale,Apartment,Mid/Highrise,,,Sacramento,Sep-22,Leisure Lane Apartments,500 Leisure Ln,Sacramento,CA,United States,95815,121,,2024,,2024 Q1,1,4,,,1 of 1,"3,500,000.00",$,"28,926",,0,confm'd,,"3,500,000",,,AG Spanos,CBRE,Columbia Woodlake,CBRE,,Mid/Highrise property; ,38.599127,-121.453621,Sacramento County,Sacramento - Proper,6920,40900,"27502600680000, 27502600700000, 275-0260-076-0000",,,Between 100 - 200 Units
3552241,3517531,Sale,Apartment,Garden,,,Sarasota,Sep-22,Artesia Lakewood Ranch,11120 Bennett Dr,Bradenton,FL,United States,34209,215,,2022,,,,,,,1 of 1,"96,750,000.00",$,"450,000",,0,confm'd,,"96,750,000",,,,,Zilber Ltd,Berkadia,,Garden property; ,27.462736,-82.432042,Manatee County,"North Port-Sarasota-Bradenton, FL",7510,35840,579901979,,,Between 200 - 300 Units
3537093,3500355,Sale,Apartment,Garden,,,Orlando,Sep-22,The Baldwin,800 Lombard St,Orlando,FL,United States,32807,270,"254,448",2022,,,9,3,10.50,99%,1 of 1,"87,250,000.00",$,"323,148",343,0,confm'd,,"87,250,000",4.5%,quoted,"Middleburg, SFO Capital Partners",,Catalyst Dev Ptnrs,Berkadia,Freddie Mac 2022-KF146 ($49m approx),99% occ.;Garden property; ,28.567059,-81.298843,Orange County,Orlando - Proper,5960,36740,"302222000000001, 22-22-30-2285-01-000",,,Between 200 - 300 Units
3530757,3493201,Sale,Apartment,Mid/Highrise,,,Charlotte,Sep-22,MAA LoSo,3750 South Blvd,Charlotte,NC,United States,28217,344,,2022,,,2,6,,,1 of 1,"140,000,000.00",$,"406,977",,0,confm'd,,"140,000,000",4.0%,quoted,MAA REIT,,"Crescent Communities, Beacon Partners",Northmarq,,"Mid/Highrise property; street retail (80,000 sf); ",35.190891,-80.875508,Mecklenburg County,Charlotte - Southpark,1520,16740,14901246,,,Between 300 - 400 Units
3538811,3502203,Sale,Apartment,Garden,Affordable,,Greenville,Sep-22,NOVO Mauldin,N Main St,Mauldin,SC,United States,29662,330,,2021,,,11,3,23.00,,1 of 1,"81,500,000.00",$,"246,970",,0,confm'd,,"81,500,000",,,Nicol Investment Co,,Shelton McNally Real Estate Partners,Cushman & Wakefield,,Garden/Affordable property; prior land sale: Feb-20 ($2.8m); ,34.794717,-82.316367,Greenville County,Greenville,3160,24860,"M008.03-01-006.01, M008.03-01-006.00, M008030100601, M008030100600, M008.03-01-007.00, M008.03-01-006.00",72737; 002668005953,,Between 300 - 400 Units
3550073,,Sale,Apartment,,,,,Sep-22,Clover Management Apt Portfolio 2022,4 of 4 properties,,,,,481,,,,,,,,,,"102,300,210.00",,,,,apprsl,,,,,Dirk Degenaars,,Clover Management,,Fannie Mae ($10m approx),4 property portfolio.,,,,,,,,,,Greater than 400 Units
3550073,3510159,Sale,Apartment,Garden,age-restricted,,Indianapolis,Sep-22,Pleasant Run Senior Apartments,4701 Todd Rd,Indianapolis,IN,United States,46237,119,"137,373",2020,,,1,3,11.77,95%,1 of 4,"12,083,200.00",$,"101,539",88,0,approx,,"12,083,200",4.0%,unwrtn,Dirk Degenaars,,Clover Management,,Fannie Mae ($10m approx),95% occ.;Garden/age-restricted property; ,39.644652,-86.085984,Marion County,Indianapolis - Proper,3480,26900,"49-15-21-107-004.000-500, 49-15-21-107-004.000-500, 491521107004000500",105709; 105711,,Between 100 - 200 Units
3550073,3924703,Sale,Apartment,Garden,age-restricted,,Pittsburgh,Sep-22,Towne Square Senior Apartments,1043 Towne Square Dr,Greensburg,PA,United States,15601,119,"135,000",2020,,,1,3,21.04,95%,1 of 4,"27,900,000.00",$,"234,454",207,0,apprsl,,"27,900,000",4.5%,unwrtn,Dirk Degenaars,,Clover Management,,Fannie Mae ($13m approx),95% occ.;Garden/age-restricted property; ,40.294277,-79.525120,Westmoreland County,Fayette,6280,38300,5022050001,,,Between 100 - 200 Units
3550073,3515209,Sale,Apartment,Garden,age-restricted,,Louisville,Sep-22,Lyndon Square Senior Apartments,911 Ormsby Ln,Lyndon,KY,United States,40242,119,"142,500",2020,,,1,3,8.32,95%,1 of 4,"24,300,000.00",$,"204,202",171,0,apprsl,,"24,300,000",3.6%,unwrtn,Dirk Degenaars,,Clover Management,,Fannie Mae ($9m approx),95% occ.;Garden/age-restricted property; ,38.260231,-85.591995,Jefferson County,Louisville,4520,,002101660000,215493; 018254000053; 167631,,Between 100 - 200 Units
3550073,3924705,Sale,Apartment,Garden,age-restricted,,Pittsburgh,Sep-22,Cedar Ridge Senior Apartments,319 Cedar Ridge Dr,Pittsburgh,PA,United States,15205,124,,2021,,,,,,95%,1 of 4,"25,450,000.00",$,"205,242",,0,apprsl,,"25,450,000",4.1%,unwrtn,Dirk Degenaars,,Clover Management,,Fannie Mae ($11m approx),95% occ.;Garden/age-restricted property; ,40.446230,-80.105426,Allegheny County,Allegheny,6280,38300,0152G00003000000,,,Between 100 - 200 Units
3552473,3517795,Sale,Apartment,Mid/Highrise,,,Austin,Sep-22,Broadstone La Frontera (Phase I),16304 Farm to Market Rd 1325,Round Rock,TX,United States,78728,340,"283,866",2021,,,12,4,,,1 of 1,n/a,$,,,0,est,,n/a,,,Bellrock Real Estate Partners,,Alliance Residential,Berkadia,Private/Other ($76m approx),Mid/Highrise property; ,30.475601,-97.688505,Williamson County,Austin - Other,640,12420,"R409307, R594452",106822; 106824,,Between 300 - 400 Units
3557689,3523349,Sale,Apartment,Garden,,,Austin,Sep-22,Alta Austin Avenue,2601 N Austin Ave,Georgetown,TX,United States,78626,312,,2021,,,,3,,,1 of 1,"87,080,000.00",$,"279,103",,0,confm'd,,"87,080,000",,,Abilia,,Wood Partners,Walker & Dunlop,,Garden property; ,30.669071,-97.663971,Williamson County,Austin - Other,640,12420,R318776,,,Between 300 - 400 Units
3658837,3637115,Sale,Apartment,Garden,,,Orlando,Sep-22,Champions Village,8660 W Irlo Bronson Memorial Hwy,Kissimmee,FL,United States,34747,351,,2022,,,9,,26.00,,1 of 1,n/a,$,,,0,est,,n/a,,,Edward A Carlson,,Champions Village Kissimmee LLC,,Private/Other ($38m approx),Garden property; prior sale: Apr-21 ($16.4m); ,28.345652,-81.633717,Osceola County,Kissimmee,5960,36740,"052527000000560000, 052527000000510000, 052527000000570000, 052527000000580000, 052527000000590000, 05-25-27-0000-0059-0000, 05-25-27-0000-0057-0000, 05-25-27-0000-0056-0000",139807; 006285002744; 139809; 006285002751,,Between 300 - 400 Units
3532559,3495425,Sale,Apartment,Mid/Highrise,Affordable,,No NJ,Sep-22,Molly Brook on Belmont,920 Belmont Ave,North Haledon,NJ,United States,07508,180,"177,000",2021,,,4,4,20.04,100%,1 of 1,"89,250,000.00",$,"495,833",504,0,confm'd,,"89,250,000",,,JLL IPT,,"Hampshire Cos, Tulfra Realty",Cushman & Wakefield,Private/Other ($52m approx),100% occ.;Mid/Highrise/Affordable property; ,40.954172,-74.188972,Passaic County,Bergen/Passaic,875,35620,"0600030000000012, 0600030000000012  01, 06-00030-0000-00012-01, 06-00030-0000-00012",,,Between 100 - 200 Units
3542419,3506641,Sale,Apartment,Mid/Highrise,,,Palm Beach Co,Sep-22,Amalta,5400 Broken Sound Blvd NW,Boca Raton,FL,United States,33431,297,"377,100",2021,,,1,6,11.53,,1 of 1,"194,000,000.00",$,"653,199",514,0,confm'd,,"194,000,000",3.8%,quoted,"Lincoln Property Co, Cadillac Fairview",,"Rockpoint Group, Related Group",Cushman & Wakefield,MetLife ($109m approx),Mid/Highrise property; prior sale: Oct-19 ($20.0m); ,26.395301,-80.110637,Palm Beach County,Boca Raton,8960,33100,"06-42-47-01-02-004-0000, 06424701020040000",378994; 033835000171; 484912; 034003000059,,Between 200 - 300 Units
3552323,3517629,Sale,Apartment,Mid/Highrise,,,Houston,Sep-22,Chelsea Museum District,4611 Montrose Blvd,Houston,TX,United States,77006,325,,2021,,,1,15,3.23,,1 of 1,n/a,$,,,0,est,,n/a,,,Madera Companies,,"StreetLights Residential, Alliance Residential",Berkadia,Private/Other ($53m),Mid/Highrise property; prior sale: Mar-14; ,29.731310,-95.390772,Harris County,Houston - CBD,3360,26420,1320590010001,,,Between 300 - 400 Units
3552107,3517381,Sale,Apartment,Garden,,,All Others - Southwest,Sep-22,Markana De Santa Fe,955 Richards Ave,Santa Fe,NM,United States,87507,180,"169,228",2020,,,,,,95%,1 of 1,"67,200,000.00",$,"373,333",397,0,apprsl,,"67,200,000",,private,Olympus Property,,Legacy Hospitality Inc,CBRE,Freddie Mac 2022-K151 ($42m approx),95% occ.;Garden property; ,35.651076,-106.001617,Santa Fe County,All Others - NM,7490,42140,990000836,,,Between 100 - 200 Units
3534029,3496937,Sale,Apartment,Garden,townhouse,,Co Springs,Sep-22,Springs At Foothills Farm,1203 Affirmed View,Colorado Springs,CO,United States,80921,264,"320,000",2020,,,12,3,15.03,96%,1 of 1,"110,880,000.00",$,"420,000",347,0,confm'd,,"110,880,000",4.2%,unwrtn,Hamilton Zanze & Co,Marcus & Millichap,Continental Properties,"Marcus & Millichap, Berkadia",Freddie Mac 2022-K151 ($58m approx),96% occ.;Garden/townhouse property; 5 Low-Income Units; ,38.995463,-104.806373,El Paso County,Colorado Springs - Other,1720,17820,"6220200017, 6220200005, 62202-01-031",117861; 117862,,Between 200 - 300 Units
3543205,3507549,Sale,Apartment,Mid/Highrise,,,Atlanta,Sep-22,Gibson by Radius,982 Memorial Dr SE,Atlanta,GA,United States,30316,205,"171,000",2021,,,1,5,,,1 of 1,"69,250,000.00",$,"337,805",405,0,confm'd,,"69,250,000",4.3%,next yr,Radco Cos,,"Urban Realty Partners, Prestwick Cos (GA)",Cushman & Wakefield,,"Mid/Highrise property; street retail (1,700 sf); ",33.746795,-84.355135,Fulton County,Fulton,520,12060,"14 00130009017, 14 001300090171, 14 001300090189, 14 001300090015, 14 001300090569, 14 001300090023, 14 001300090163, 14 001300090759, 14 001300090080, 14-0013-0009-107-0",,,Between 200 - 300 Units
3534245,3497187,Sale,Apartment,Garden,,,Austin,Sep-22,Citizen House Kyle,3400 Kyle Crossing,Kyle,TX,United States,78610,342,"324,900",2022,,,11,3,,,1 of 1,n/a,$,,,0,est,,n/a,,private,Palladius Capital Management,,Endeavor RE Group,CBRE,CBRE Investment Mgmt ($60m approx),Garden property; ,30.032632,-97.851967,Hays County,Austin - Other,640,12420,R143303,,,Between 300 - 400 Units
3611987,3584573,Sale,Apartment,Garden,,,Modesto,Sep-22,Morada Crossings,4142 E Morada Ln,Stockton,CA,United States,95212,216,,2021,,,,3,10.17,,1 of 1,"70,200,000.00",$,"325,000",,0,approx,,"70,200,000",5.2%,unwrtn,Blackstone,,American Capital,,Fannie Mae ($45m approx),Garden property; ,38.035480,-121.259819,San Joaquin County,"Stockton-Lodi, CA",8120,44700,"124-290-29, 124-290-30, 124-290-28, 12429029, 12429028, 12429030",108502; 103917,,Between 200 - 300 Units
3557945,3523621,Sale,Apartment,Mid/Highrise,,,Birmingham (AL),Sep-22,1300 5th Avenue South,1300 5th Ave S,Birmingham,AL,United States,35233,169,,2022,,,1,7,,,1 of 1,"6,000,000.00",$,"35,503",,0,approx,,"6,000,000",,,Aptitude 5th LLC,,BHM 5th Ave S Holdings LLC,,,Mid/Highrise property; street retail; ,33.504009,-86.810815,Jefferson County,Birmingham (AL) - CBD,1000,13820,"2900012013005000, 29-00-01-2-013-005.000",,,Between 100 - 200 Units
3553557,3518939,Sale,Apartment,Mid/Highrise,,,Louisville,Sep-22,Lyric at Norton Commons,Old Brownsboro Rd,Louisville,KY,United States,40059,273,"284,000",2022,,,,4,5.27,,1 of 1,"96,232,500.00",$,"352,500",339,0,approx,,"96,232,500",3.8%,unwrtn,Capital Square 1031,,Bristol Development,,Fannie Mae ($43m approx),"Mid/Highrise property; street retail (13,000 sf); prior land sale: Sep-18 ($6.5m); ",38.333372,-85.565492,Jefferson County,Louisville,4520,31140,"391600220000, 391600250000",204604; 12446-910,,Between 200 - 300 Units
3542257,3506441,Sale,Apartment,Mid/Highrise,,,Dallas,Sep-22,The Langford,W Commerce St,Dallas,TX,United States,75208,315,,2021,,,1,6,0.70,,1 of 1,n/a,$,,,0,est,,n/a,,,David Handmaker,,Cypress Real Estate Advisors,,Regions Bank ($50m approx),"Mid/Highrise property; street retail (9,390 sf); ",32.773182,-96.824303,Dallas County,Dallas Co,1920,,"00-68100-001-01A-0000, 006810000209A0000",238394; 238396,,Between 300 - 400 Units
3572741,3540915,Sale,Apartment,Mid/Highrise,Affordable,,NYC Boroughs,Aug-22,DoBro Tower,22 Chapel St,Brooklyn,NY,United States,11201,180,"166,976",2021,,,1,20,0.64,,1 of 1,"59,500,000.00",$,"330,556",356,0,approx,,"59,500,000",,,Safehold Inc.,,"On the Level Enterprises, START Treatment & Recovery Centers Inc, Delshah Capital LLC",JLL,Arbor Realty Trust ($61m approx),"Mid/Highrise/Affordable property; street retail (2,000 sf); prior land sale: Dec-18 ($26.5m); ",40.697072,-73.986072,Kings County,Brooklyn,5600,35620,"119-55, 00119-0055",396766; 396761,,Between 100 - 200 Units
3531655,3494249,Sale,Apartment,Mid/Highrise,,,Richmond,Aug-22,Tapestry West Apartments,2033 Maywill St,Richmond,VA,United States,23230,262,,2021,,,1,5,2.10,,1 of 1,"91,700,000.00",$,"350,000",,0,approx,,"91,700,000",,,Capital Square 1031,,Bristol Development,,Insurance Strategy Funding Corp ($45m approx),Mid/Highrise property; prior land sale: Apr-20 ($2.0m); ,37.584485,-77.489417,Henrico County,Richmond - Proper,6760,40060,"7757374781, 775-737-9442",30531; 006409000462; 30532; 006409000466,,Between 200 - 300 Units
3535743,3498861,Sale,Apartment,Mid/Highrise,,,Orlando,Aug-22,Legacy Universal,7488 Universal Blvd,Orlando,FL,United States,32819,350,,2022,,,5,4,11.40,91%,1 of 1,"129,000,000.00",$,"368,571",,0,confm'd,,"129,000,000",,,Langdon Street Capital - Adam Daneshgar,,"Silverpeak, Phoenix Cap Prtnrs, Legacy Prtnrs Res",Newmark,State Farm Insurance ($51m approx),91% occ.;Mid/Highrise property; ,28.454950,-81.465684,Orange County,Orlando - Proper,5960,36740,"282325277800070, 28-23-25-2778-00-070, 28-23-25-7315-01-000",538802; 538807,,Between 300 - 400 Units
3552073,3517347,Sale,Apartment,Mid/Highrise,age-restricted,,Charleston,Aug-22,Restore At Carolina Park,1588 Bloom St,Mount Pleasant,SC,United States,29466,234,"247,806",2021,,,,4,,,1 of 1,"87,000,000.00",$,"371,795",351,0,confm'd,,"87,000,000",,,VTT Management,,Berry Companies,CBRE,,Mid/Highrise/age-restricted property; ,32.889202,-79.770433,Charleston County,Charleston - Other,1440,16700,5400000035,,,Between 200 - 300 Units
4028670,4061199,Sale,Apartment,Mid/Highrise,,,No NJ,Aug-22,The Botanic,36 Washington Ave,Carteret,NJ,United States,07008,242,,2021,,,1,6,,,1 of 1,"87,500,000.00",$,"361,570",,0,approx,,"87,500,000",,,Living Residential,,Forte Real Estate Development,,,"Mid/Highrise property; street retail (9,550 sf); ",40.576471,-74.220648,Middlesex County,Somerset/Middlesex,5015,35620,"0106502000000004, 0106502000000003, 0106502000000013, 0106502000000015, 0106502000000009",,,Between 200 - 300 Units
3557699,3523359,Sale,Apartment,Garden,,,San Antonio,Aug-22,Trophy Oak,224 Broad Oak Dr,Cibolo,TX,United States,78108,324,,2021,,,12,3,,,1 of 1,"84,500,000.00",$,"260,802",,0,confm'd,,"84,500,000",,,Virtus RE Capital,,NRP Group,Walker & Dunlop,,Garden property; ,29.556515,-98.225723,Guadalupe County,San Antonio - Other,7240,41700,2G0057-0000-02300-0-00,,,Between 300 - 400 Units
3524819,3486403,Sale,Apartment,Garden,,,Houston,Aug-22,Watermark at Grand Central Park,300 Town Park Dr,Conroe,TX,United States,77304,288,,2021,,,,3,,90%,1 of 1,"64,000,000.00",$,"222,222",,0,confm'd,,"64,000,000",4.8%,unwrtn,Coastal Exchange Group,,Thompson Thrift,Walker & Dunlop,Fannie Mae ($39m approx),90% occ.;Garden property; ,30.276115,-95.471054,Montgomery County,Fort Bend/Waller,3360,26420,02450000132,,,Between 200 - 300 Units
3530655,3493075,Sale,Apartment,Mid/Highrise,,,Phoenix,Aug-22,Kalon Luxury Apartments,25300 N 22nd Ln,Phoenix,AZ,United States,85027,215,"253,716",2021,2022,,14,4,,99%,1 of 1,"79,000,000.00",$,"367,442",311,0,confm'd,,"79,000,000",4.2%,unwrtn,Ctvrtlik & Ctvrtlik,Marcus & Millichap,PB Bell & Associates,Marcus & Millichap,Freddie Mac 2024-K163 ($48m approx),99% occ.;Mid/Highrise property; ,33.715657,-112.108790,Maricopa County,Phoenix - Proper,6200,38060,"21004008A, 210-04-487",,,Between 200 - 300 Units
3287463,3208823,Sale,Apartment,Mid/Highrise,,,Miami/Dade Co,Aug-22,Life Time Coral Gables,251 S Dixie Hwy,Coral Gables,FL,United States,33133,495,"597,000",2021,,,2,13,27.55,95%,1 of 1,"429,392,500.00",$,"867,460",719,0,confm'd,,"429,392,500",,,Hines Global Income Trust Inc,,"Athos Capital, NP International",Cushman & Wakefield,,"95% occ.;Mid/Highrise property; street retail (37,000 sf); office buildout of ; prior land sale: Oct-16 ($60.3m); ",25.728142,-80.260066,Miami-Dade County,Coral Gables,5000,33100,"0341200270020, 0341200270010, 0341200260010",,,Greater than 400 Units
3516077,3476069,Sale,Apartment,Mid/Highrise,,,Dallas,Aug-22,Axiom Hub 121,7201 Henneman Way,McKinney,TX,United States,75070,286,"230,894",2020,,,1,4,5.01,,1 of 1,"76,000,000.00",$,"265,734",329,0,approx,,"76,000,000",3.6%,quoted,SevenSeas Holdings LLC,,Seneca Investments,CBRE,Rialto Capital Mgmt ($45m approx),Mid/Highrise property; ,33.135237,-96.710508,Collin County,Collin/Denton Co,1920,19100,"R1037900B003R1, 2692303, R-10379-00B-03R1-1",130353,,Between 200 - 300 Units
3539991,3503795,Sale,Apartment,Garden,,,Savannah,Aug-22,Beacon Place Godley Station,1565 Benton Blvd,Savannah,GA,United States,31322,252,,2022,,,47,1,57.79,,1 of 1,"73,000,000.00",$,"289,683",,0,confm'd,,"73,000,000",4.6%,quoted,Wilkinson Corporation,,IMS Development,Berkadia,BDS 2022-FL12 (CLO) ($51m approx),Garden property; prior land sale: Jul-18 ($6.1m); ,32.149537,-81.241327,Chatham County,Savannah,7520,42340,"21016 01013, 21016 01036",,,Between 200 - 300 Units
3538925,3502343,Sale,Apartment,Mid/Highrise,,,Reno,Aug-22,Integra Peaks,875 Damonte Ranch Pkwy,Reno,NV,United States,89521,300,,2022,,,5,4,12.11,,1 of 1,"118,500,000.00",$,"395,000",,0,confm'd,,"118,500,000",,,LDK Capital,,Panther Residential Management,,PCCP (Pacific Coast) ($59m approx),Mid/Highrise property; prior land sale: Sep-20 ($0.0m); ,39.425225,-119.745516,Washoe County,Reno - Proper,6720,39900,"140-213-05, 14021305",5330644,,Between 200 - 300 Units
3517073,3477859,Sale,Apartment,Mid/Highrise,,,Austin,Aug-22,Zoey Apartments,5700 E Riverside Dr,Austin,TX,United States,78741,307,"446,600",2021,2022,,3,7,,82%,1 of 1,n/a,$,,,0,est,,n/a,,,Sterling Equities,,The Michaels Org,Berkadia,,82% occ.;Mid/Highrise property; ,30.228332,-97.709815,Travis County,Austin South,640,12420,864515,141580; 141581,,Between 300 - 400 Units
3514917,3474877,Sale,Apartment,Garden,,,Phoenix,Aug-22,The Lotus,10000 W Missouri Ave,Glendale,AZ,United States,85305,286,,2022,,,6,3,10.88,,1 of 1,"93,500,000.00",$,"326,923",,0,approx,,"93,500,000",3.2%,quoted,American Landmark,Marcus & Millichap,"Greenlight Communities, Bridge Investment Grp",Marcus & Millichap,Capital One ($50m approx),Garden property; prior land sale: Jan-20 ($3.5m); ,33.516382,-112.273584,Maricopa County,Glendale,6200,38060,102-15-009,,,Between 200 - 300 Units
3519523,3480819,Sale,Apartment,Garden,,,Austin,Aug-22,Siena Round Rock,Co Rd 110,Taylor,TX,United States,78626,198,"160,644",2022,,,,3,13.00,97%,1 of 1,n/a,$,,,0,est,,n/a,,private,River Rock Capital,,RightQuest RE Advisors,CBRE,Newpoint Real Estate Capital ($35m approx),97% occ.;Garden property; ,30.572064,-97.607794,Williamson County,Austin - Other,640,12420,"R565920, R599112",,,Between 100 - 200 Units
3571129,3538861,Sale,Apartment,Garden,,,Charlotte,Aug-22,Cyan Mallard Creek,3010 Cyan Dr,Charlotte,NC,United States,28262,234,,2022,,,,3,,,1 of 1,"80,000,000.00",$,"341,880",,0,confm'd,,"80,000,000",,,Independence Realty Trust,,,,,Garden property; ,35.366531,-80.740141,Mecklenburg County,Charlotte - East/Northeast,1520,16740,02919104,,,Between 200 - 300 Units
3502347,3459413,Sale,Apartment,Mid/Highrise,,,Seattle,Aug-22,Colina Apartments,2709 17th Ave S,Seattle,WA,United States,98144,140,"94,272",2020,,,2,6,0.66,,1 of 1,"65,200,000.00",$,"465,714",692,0,confm'd,,"65,200,000",4.0%,quoted,"Swig Company, RISE Properties Trust",,Colina LLC,Kidder Mathews,MetLife ($35m approx),"Mid/Highrise property; street retail (4,526 sf); ",47.579155,-122.310890,King County,Seattle - Proper,7600,42660,"3086003250, 3086003255, 3086003229, 3086003245, 3086003220",20220816001190; 20220816001191,,Between 100 - 200 Units
3504351,3461953,Sale,Apartment,Mid/Highrise,,,Dallas,Aug-22,The Fitzgerald,240 Park Pl Blvd,Waxahachie,TX,United States,75165,184,,2023,,2023 Q3,5,,,,1 of 1,n/a,$,,,0,est,,n/a,,,Rowan Properties,,Kalterra Capital Partners,,,Mid/Highrise property; ,32.410235,-96.813614,Ellis County,Dallas Other,1920,19100,242234,,,Between 100 - 200 Units
3506833,3465177,Sale,Apartment,Garden,student hsng,,Greenville,Aug-22,Cambride Creek Clemson,1100 Cambridge Dr,Clemson,SC,United States,29631,380,,2021,,,,2,,,1 of 1,n/a,$,,,0,est,,n/a,,,Center Court Partners,,Tiger Properties; Eric Newton; Center Court Mass,,Synovus ($29m approx),Garden/student hsng property; 380 beds; ,34.699307,-82.798268,Pickens County,Greenville,3160,24860,R0032715,,380,Between 300 - 400 Units
3504323,3461925,Sale,Apartment,Garden,,,Houston,Aug-22,Domain at Morgan's Landing,3300 Bay Area Blvd,La Porte,TX,United States,77571,350,,2021,,,13,3,18.00,93%,1 of 1,n/a,$,,,0,est,,n/a,,,"Elevate Commercial Investment Group, DLP Capital Advisors",,CityStreet Res Prtnrs,Berkadia,,93% occ.;Garden property; ,29.662479,-95.048439,Harris County,Houston - Proper,3360,26420,"0440510000098, 0440510000001, 0440510000084",,,Between 300 - 400 Units
3505705,3464007,Sale,Apartment,Garden,,,Dallas,Aug-22,Atlantica,285 SE John Jones Dr,Burleson,TX,United States,76028,217,"296,200",2022,,,5,3,12.92,96%,1 of 1,"59,200,000.00",$,"272,811",200,0,apprsl,,"59,200,000",4.2%,unwrtn,The Jacobson Co,,Sovereign Properties,IPA (Marcus & Millichap),Freddie Mac ($31m approx),96% occ.;Garden property; 6 Low Income Units; ,32.519853,-97.344149,Johnson County,Dallas Other,2800,19100,"126-2596-02010, 126259602010",28701,,Between 200 - 300 Units
3389237,,Entity,Apartment,,,,,Aug-22,American Campus Communities Privatization 2022,2 of 166 properties,,,,,"35,415",,,,,,,,,,n/a,,,,,est,,,,,"BREIT, Blackstone",,American Campus Cmnties,,,166 property portfolio.,,,,,,,,,,Greater than 400 Units
